#app,#text to play,,
fm-0.wav,DISARMED,,
fm-1.wav,READY TO ARM,,
fm-2.wav,ARMING PREVENTED,,
fm-10.wav,ACRO,,
fm-11.wav,ANGLE,,
fm-12.wav,HORIZON,,
fm-13.wav,MANUAL,,
fm-20.wav,ALTITUDE HOLD,,
fm-21.wav,POSITION HOLD,,
fm-22.wav,WAYPOINT,,
fm-23.wav,RETURN TO HOME,,
fm-26.wav,COURSE HOLD,,
fm-27.wav,CRUISE,,
fm-99.wav,FAILSAFE,,
fm-100.wav,WAIT GPS,,
fm-101.wav,ERROR,,
fm-102.wav,AIR MODE,,
fm-103.wav,RESET HOME POINT,,
fm-104.wav,LANDING,,
fm-105.wav,ANGLE HOLD,,
fm-255.wav,NO DATA,,
